year,month,day,flow_cfs,Source
1981,1,15,1370,USGS_12358500
1981,1,16,1270,USGS_12358500
1981,1,17,1160,USGS_12358500
1981,1,18,1280,USGS_12358500
1981,1,19,1290,USGS_12358500
1981,1,20,1220,USGS_12358500
1981,1,21,1160,USGS_12358500
1981,1,22,1130,USGS_12358500
1981,1,23,1110,USGS_12358500
1981,1,24,1140,USGS_12358500
1981,1,25,1130,USGS_12358500
1981,1,26,1090,USGS_12358500
1981,1,27,1050,USGS_12358500
1981,1,28,1020,USGS_12358500
1981,1,29,993,USGS_12358500
1981,1,30,968,USGS_12358500
1981,1,31,940,USGS_12358500
1981,2,1,923,USGS_12358500
1981,2,2,896,USGS_12358500
1981,2,3,874,USGS_12358500
1981,2,4,836,USGS_12358500
1981,2,5,783,USGS_12358500
1981,2,6,777,USGS_12358500
1981,2,7,789,USGS_12358500
1981,2,8,785,USGS_12358500
1981,2,9,750,USGS_12358500
1981,2,10,560,USGS_12358500
1981,2,11,605,USGS_12358500
1981,2,12,750,USGS_12358500
1981,2,13,844,USGS_12358500
1981,2,14,878,USGS_12358500
1981,2,15,882,USGS_12358500
1981,2,16,948,USGS_12358500
1981,2,17,1160,USGS_12358500
1981,2,18,1180,USGS_12358500
1981,2,19,1210,USGS_12358500
1981,2,20,1420,USGS_12358500
1981,2,21,1340,USGS_12358500
1981,2,22,1270,USGS_12358500
1981,2,23,1240,USGS_12358500
1981,2,24,1220,USGS_12358500
1981,2,25,1190,USGS_12358500
1981,2,26,1160,USGS_12358500
1981,2,27,1120,USGS_12358500
1981,2,28,1090,USGS_12358500
1981,3,1,1050,USGS_12358500
1981,3,2,1020,USGS_12358500
1981,3,3,1010,USGS_12358500
1981,3,4,1010,USGS_12358500
1981,3,5,1000,USGS_12358500
1981,3,6,992,USGS_12358500
1981,3,7,971,USGS_12358500
1981,3,8,952,USGS_12358500
1981,3,9,940,USGS_12358500
1981,3,10,931,USGS_12358500
1981,3,11,934,USGS_12358500
1981,3,12,962,USGS_12358500
1981,3,13,1010,USGS_12358500
1981,3,14,1080,USGS_12358500
1981,3,15,1170,USGS_12358500
1981,3,16,1270,USGS_12358500
1981,3,17,1380,USGS_12358500
1981,3,18,1350,USGS_12358500
1981,3,19,1280,USGS_12358500
1981,3,20,1230,USGS_12358500
1981,3,21,1170,USGS_12358500
1981,3,22,1150,USGS_12358500
1981,3,23,1130,USGS_12358500
1981,3,24,1110,USGS_12358500
1981,3,25,1100,USGS_12358500
1981,3,26,1130,USGS_12358500
1981,3,27,1160,USGS_12358500
1981,3,28,1180,USGS_12358500
1981,3,29,1250,USGS_12358500
1981,3,30,1440,USGS_12358500
1981,3,31,1450,USGS_12358500
1981,4,1,1490,USGS_12358500
1981,4,2,1480,USGS_12358500
1981,4,3,1430,USGS_12358500
1981,4,4,1390,USGS_12358500
